idx,question,gold,level,type,v_answer,v_f1,v_em,t_answer,t_f1,t_em,alpha,beta,gamma
198,"Which has more species, Sonerila or Scaevola?",Sonerila,hard,comparison,"Sonerila has more species, with about 175 species compared to Scaevola's more than 130 species.",0.125,0.0,The information is not available.,0.0,0.0,0.18446601941747573,0.1941747572815534,0.6213592233009708
199,The facility where Robert Croft worked as a navy instructor was also known as?,"""Home of the Submarine Force""",hard,bridge,The facility where Robert Croft worked as a navy instructor was also known as the US Naval Submarine Base New London submarine school.,0.08333333333333334,0.0,The information is not available.,0.0,0.0,0.18446601941747573,0.1941747572815534,0.6213592233009708
200,"Liz Rose has co-written songs with which artist including ""White Horse"" and ""You Belong with Me""?",Taylor Swift,hard,bridge,Liz Rose has co-written songs with Taylor Swift.,0.4,0.0,Liz Rose has co-written songs with Taylor Swift.,0.4,0.0,0.169811320754717,0.18867924528301888,0.641509433962264
201,"What coastal town in Australia did army personnel Robin Reid and Paul Luckman kidnap and bring teenage boys to beat, torture, and sexually assault them?","Kingscliff, New South Wales",hard,bridge,"Kingscliff, New South Wales.",1.0,1.0,"Kingscliff, New South Wales.",1.0,1.0,0.169811320754717,0.18867924528301888,0.641509433962264
202,Which late 1980s and 1990s English super model was featured in the song nasty girl by The Notorious B.I.G.?,Naomi Elaine Campbell,hard,bridge,The information is not available.,0.0,0.0,Naomi Campbell.,0.8,0.0,0.169811320754717,0.18867924528301888,0.641509433962264
203,"Which film does ""Naked Weapon"" follow in the ""Naked"" series?","""Naked Killer""",hard,bridge,"""Naked Weapon"" follows ""Naked Killer"" in the ""Naked"" series.",0.4,0.0,"""Naked Weapon"" follows ""Naked Killer"" in the ""Naked"" series.",0.4,0.0,0.6,0.2,0.2
204,What was the 2010 population of the town where Black Crescent Mountain was located? ,310,hard,bridge,The information is not available.,0.0,0.0,The information is not available.,0.0,0.0,0.6,0.2,0.2
205,"Rosemary Willis was seen in the grass in what Texas town, where John F. Kennedy was assassinated?",Dallas,hard,bridge,Dallas,1.0,1.0,Dallas,1.0,1.0,0.6,0.2,0.2
206,Are Phlebodium and Pieris both species of ferns?,no,hard,comparison,"No, only Phlebodium is a genus of ferns; Pieris is a genus of shrubs.",0.15384615384615385,0.0,No.,1.0,1.0,0.18446601941747573,0.1941747572815534,0.6213592233009708
207,"Jal Pari, which translated in another language refers to which legendary creature which are sometimes associated with perilous events such as floods, storm,s shipwrecks, and drownings?",A mermaid,hard,bridge,Mermaid,1.0,1.0,Mermaid,1.0,1.0,0.169811320754717,0.18867924528301888,0.641509433962264
208,Are Pago Pago International Airport and Hoonah Airport both on American territory?,yes,hard,comparison,"Yes, Pago Pago International Airport is on American territory (American Samoa), and Hoonah Airport is also on American territory (Alaska).",0.09523809523809523,0.0,The information is not available.,0.0,0.0,0.169811320754717,0.18867924528301888,0.641509433962264
209,Which English actor starred in the 1995 american romantic drama film The Scarlet Letter alongside Demi Moore and Robert Duvall?,Gary Oldman,hard,bridge,Gary Oldman,1.0,1.0,Gary Oldman,1.0,1.0,0.169811320754717,0.18867924528301888,0.641509433962264
210,Armageddon in Retrospect was written by the author who was best known for what 1969 satire novel?,Slaughterhouse-Five,hard,bridge,"Armageddon in Retrospect was written by Kurt Vonnegut, who was best known for the 1969 satire novel ""Slaughterhouse-Five.""",0.1111111111111111,0.0,"Armageddon in Retrospect was written by Kurt Vonnegut, who is best known for the 1969 satire novel ""Slaughterhouse-Five.""",0.1111111111111111,0.0,0.18446601941747573,0.1941747572815534,0.6213592233009708
211,Which FC Barcelona signee was a contender for the Rookie of the Year Award when he played for the Timberwolves?,Ricard Rubio i Vives,hard,bridge,Ricky Rubio was the FC Barcelona signee who was a contender for the Rookie of the Year Award when he played for the Timberwolves.,0.08695652173913043,0.0,Ricky Rubio,0.3333333333333333,0.0,0.18446601941747573,0.1941747572815534,0.6213592233009708
212,Pandikona and Berger Blanc Suisse are both what kinds of animals?,dogs,hard,comparison,Both Pandikona and Berger Blanc Suisse are breeds of dogs.,0.18181818181818182,0.0,Both Pandikona and Berger Blanc Suisse are breeds of dogs.,0.18181818181818182,0.0,0.18446601941747573,0.1941747572815534,0.6213592233009708
213,"The band who released the debut album ""Tinted Windows"" had their first performance in what city?",Tulsa,hard,bridge,"Tulsa, Oklahoma.",0.6666666666666666,0.0,"Tulsa, Oklahoma.",0.6666666666666666,0.0,0.169811320754717,0.18867924528301888,0.641509433962264
214,"Prior to playing for Michigan State, Keith Nichol played football for a school located in what city?",Norman,hard,bridge,"Oklahoma (University of Oklahoma is located in Norman, Oklahoma).",0.19999999999999998,0.0,The information is not available.,0.0,0.0,0.18446601941747573,0.1941747572815534,0.6213592233009708
215,Jalen Jones plays basketball for an NBA team that plays their home games in what arena?,Smoothie King Center,hard,bridge,The information is not available.,0.0,0.0,The information is not available.,0.0,0.0,0.18446601941747573,0.1941747572815534,0.6213592233009708
216,Which town near the county border with North Yorkshire was this Lancashire mill (closed in 1979 and demolished) located?,Barnoldswick,hard,bridge,The mill was located in Barnoldswick.,0.33333333333333337,0.0,Barnoldswick,1.0,1.0,0.169811320754717,0.18867924528301888,0.641509433962264
217,The first female correspondent for Inside the NFL was replaced by who on the show American Ninja Warrior?,Kristine Leahy,hard,bridge,The information is not available.,0.0,0.0,The information is not available.,0.0,0.0,0.18446601941747573,0.1941747572815534,0.6213592233009708
218,"Where is the concert venue which hosted the first US performance of ""Libuše"" located?","Midtown Manhattan in New York City,",hard,bridge,"The concert venue that hosted the first US performance of ""Libuše"" is located in New York City, specifically Carnegie Hall.",0.3333333333333333,0.0,"The concert venue that hosted the first US performance of ""Libuše"" is located in New York City, specifically Carnegie Hall.",0.3333333333333333,0.0,0.18446601941747573,0.1941747572815534,0.6213592233009708
219,Do Lush and P.O.D. both consist of four band members?,yes,hard,comparison,"Yes, both Lush and P.O.D. consist of four band members.",0.18181818181818182,0.0,Yes.,1.0,1.0,0.18446601941747573,0.1941747572815534,0.6213592233009708
220,"Which ""Roseanne"" star is in Scream 2?",Laurie Metcalf,hard,bridge,"Laurie Metcalf is the ""Roseanne"" star in Scream 2.",0.4,0.0,Laurie Metcalf,1.0,1.0,0.6,0.2,0.2
221,"Who held the record for the longest service in the Australian Parliament for a woman, and was surpassed by  a former Australian politician who was the 29th Speaker of the House of Representatives?",Kathryn Jean Martin,hard,bridge,"Kathy Sullivan held the record for the longest service in the Australian Parliament for a woman, and she was surpassed by Bronwyn Bishop.",0.0,0.0,"Kathy Sullivan held the record for the longest service in the Australian Parliament for a woman, and she was surpassed by Bronwyn Bishop.",0.0,0.0,0.169811320754717,0.18867924528301888,0.641509433962264
222,What was the slogan  that came about from the idea of Lebensraum which had its most extreme form supported by the Nazi Party until the end of World War II?,Blood and soil,hard,bridge,"The slogan that came about from the idea of Lebensraum, which had its most extreme form supported by the Nazi Party until the end of World War II, is ""Blood and Soil"" (German: ""Blut und Boden"").",0.17142857142857143,0.0,"The slogan that came about from the idea of Lebensraum, which had its most extreme form supported by the Nazi Party until the end of World War II, is ""Blood and Soil"" (German: ""Blut und Boden"").",0.17142857142857143,0.0,0.18446601941747573,0.1941747572815534,0.6213592233009708
223,Aughton Park railway station is on a branch of the Northern Line how far from Liverpool?,12+3/4 mi northeast of Liverpool,hard,bridge,Aughton Park railway station is 11½ miles (19 km) north east of Liverpool Central.,0.21052631578947364,0.0,Aughton Park railway station is 11½ miles (19 km) north east of Liverpool Central.,0.21052631578947364,0.0,0.18446601941747573,0.1941747572815534,0.6213592233009708
224,Who led the Texian Army in the battle in whichJoseph L. Bennett served as lieutenant colonel?,General Sam Houston,hard,bridge,The information is not available.,0.0,0.0,The Texian Army in the Battle of San Jacinto was led by General Sam Houston.,0.375,0.0,0.6,0.2,0.2
225,The alcoholic drink that shares a name with Quintessentially Unreal's 1996 album is commonly reffered to in historical literature as what?,the green fairy,hard,bridge,The information is not available.,0.0,0.0,The information is not available.,0.0,0.0,0.18446601941747573,0.1941747572815534,0.6213592233009708
226,Underwater! is a 1955 adventure film starring an American film actress who was a leading sex symbol in what decades?,1940s and 1950s,hard,bridge,The 1940s and 1950s.,1.0,1.0,The 1940s and 1950s.,1.0,1.0,0.6,0.2,0.2
227,Are The Man from Snowy River II and Miracle of the White Stallions filmed in different countries?,yes,hard,comparison,The information is not available.,0.0,0.0,The information is not available.,0.0,0.0,0.18446601941747573,0.1941747572815534,0.6213592233009708
228,"What is the name of the Australian specialist electronic music magazine that features avant-rock, experimental sound art, and experimental hip hop?",Cyclic Defrost,hard,bridge,Cyclic Defrost,1.0,1.0,Cyclic Defrost,1.0,1.0,0.18446601941747573,0.1941747572815534,0.6213592233009708
229,"Which Italian-American composer and librettist wrote the English language opera, Maria Golovin?",Gian Carlo Menotti,hard,bridge,"Gian Carlo Menotti wrote the English language opera, Maria Golovin.",0.5,0.0,Gian Carlo Menotti,1.0,1.0,0.18446601941747573,0.1941747572815534,0.6213592233009708
230,"Which plant, the Chaerophyllum or the Cryptanthus, can be found in various places across the world?",Chaerophyllum,hard,comparison,"The Chaerophyllum can be found in various places across the world, including Europe, Asia, North America, and northern Africa.",0.1111111111111111,0.0,Chaerophyllum can be found in various places across the world.,0.19999999999999998,0.0,0.18446601941747573,0.1941747572815534,0.6213592233009708
231,In which event did Tyson Gay and Rodney Martin both represent the United States at the 2008 Beijing Olympics?,4 x 100 metre relay,hard,bridge,Tyson Gay and Rodney Martin both represented the United States in the 4 x 100 metre relay at the 2008 Beijing Olympics.,0.4166666666666667,0.0,Tyson Gay and Rodney Martin both represented the United States in the 4 x 100 metre relay at the 2008 Beijing Olympics.,0.4166666666666667,0.0,0.18446601941747573,0.1941747572815534,0.6213592233009708
232,What river can a  large African bovine be seen bathing in in the Mwabvi Wildlife Reserve?,Buffalo,hard,bridge,The Mwabvi river.,0.0,0.0,The Mwabvi river.,0.0,0.0,0.6,0.2,0.2
233,"Which character does this protagonist, who secretly loves and marries a member of the rival house, of William Shakespeare's tragedy that has a fictional character Benvolio slay?",Tybalt,hard,bridge,The information is not available.,0.0,0.0,The information is not available.,0.0,0.0,0.18446601941747573,0.1941747572815534,0.6213592233009708
234,"Who acted in the film and television series, ""Harry and the Hendersons,"" and also worked with Danny Glover?",Kevin Peter Hall,hard,bridge,The information is not available.,0.0,0.0,The information is not available.,0.0,0.0,0.169811320754717,0.18867924528301888,0.641509433962264
235,Milo Parker starred in which 2014 movie alongside Gillian Anderson?,Robot Overlords,hard,bridge,The information is not available.,0.0,0.0,The information is not available.,0.0,0.0,0.6,0.2,0.2
236,What facility is shared by RAAF Base Williamtown and Newcastle Airport in New South Wales?,runway,hard,bridge,The runway facilities are shared by RAAF Base Williamtown and Newcastle Airport.,0.16666666666666669,0.0,The runway facilities are shared by RAAF Base Williamtown and Newcastle Airport.,0.16666666666666669,0.0,0.169811320754717,0.18867924528301888,0.641509433962264
237,Are both Weberocereus and Conospermum part of the same genus?,no,hard,comparison,"No, Weberocereus and Conospermum are not part of the same genus.",0.18181818181818182,0.0,No.,1.0,1.0,0.18446601941747573,0.1941747572815534,0.6213592233009708
238,"Who was the brother of the architect of Hook and Ladder No. 4 located in Albany, NY?",Cuyler Reynolds,hard,bridge,"The brother of the architect of Hook and Ladder No. 4, Marcus T. Reynolds, was Cuyler Reynolds.",0.23529411764705882,0.0,The information is not available.,0.0,0.0,0.18446601941747573,0.1941747572815534,0.6213592233009708
239,Penny Rae Bridges starred in a television sitcom with what other actor?,Ben Savage,hard,bridge,"Penny Rae Bridges starred in the television sitcom ""Half & Half"" alongside other actors, but the specific names of her co-stars are not provided in the context. Therefore, the information is not available.",0.0,0.0,The information is not available.,0.0,0.0,0.18446601941747573,0.1941747572815534,0.6213592233009708
240,"What type of license is the open source roguelike video game video released 2012, in which a subset of it's pricing model is a called free-to-play, licensed under?",GNU GPLv3,hard,bridge,The game is licensed under a GNU GPLv3 license.,0.4444444444444445,0.0,The game is licensed under a GNU GPLv3 license.,0.4444444444444445,0.0,0.6,0.2,0.2
241,Saltillo Engine is an engine plant in Ramos Arizpe that belongs to the American subsidiary of what company?,Fiat Chrysler Automobiles N.V.,hard,bridge,Chrysler.,0.4,0.0,Chrysler.,0.4,0.0,0.6,0.2,0.2
242,Are Dogo Cubano and the Dutch Shepherd both breeds of dog?,yes,hard,comparison,"Yes, Dogo Cubano and the Dutch Shepherd are both breeds of dog.",0.16666666666666669,0.0,Yes.,1.0,1.0,0.18446601941747573,0.1941747572815534,0.6213592233009708
243,Which of the former British Leyland companies is best know for it's two-seat open sports cars?,MG Car Company Limited,hard,bridge,The information is not available.,0.0,0.0,The information is not available.,0.0,0.0,0.169811320754717,0.18867924528301888,0.641509433962264
244,"The 2011–12 VCU Rams men's basketball team, led by third year head coach Shaka Smart, represented Virginia Commonwealth University which was founded in what year?",1838,hard,bridge,The information is not available.,0.0,0.0,The information is not available.,0.0,0.0,0.6,0.2,0.2
245,In which football league does the son of Souleyman Sané play?,Premier League,hard,bridge,Leroy Sané plays in the Premier League.,0.5,0.0,Leroy Sané plays in the Premier League.,0.5,0.0,0.6,0.2,0.2
246,What type of engine powered both the Saab 36 and the Avro Vulcan?,British Bristol Olympus turbojet,hard,bridge,Both the Saab 36 and the Avro Vulcan were powered by a version of the British Bristol Olympus turbojet engine.,0.4,0.0,Both the Saab 36 and the Avro Vulcan were powered by a version of the British Bristol Olympus turbojet engine.,0.4,0.0,0.18446601941747573,0.1941747572815534,0.6213592233009708
247,What type of art does The Consul and Arlecchino have in common?,music,hard,comparison,Both The Consul and Arlecchino are operas.,0.0,0.0,Both The Consul and Arlecchino are operas.,0.0,0.0,0.18446601941747573,0.1941747572815534,0.6213592233009708
248,In what year was the university where Sergei Aleksandrovich Tokarev was a professor founded?,1755,hard,bridge,"The university where Sergei Aleksandrovich Tokarev was a professor, Moscow State University, was founded in 1755.",0.13333333333333333,0.0,"The university where Sergei Aleksandrovich Tokarev was a professor, Moscow State University, was founded in 1755.",0.13333333333333333,0.0,0.169811320754717,0.18867924528301888,0.641509433962264
249,What nationality was the inventor of the Alexander Technique for retraining the mind and body to avoid muscular tension?,Australian,hard,bridge,"The inventor of the Alexander Technique, Frederick Matthias Alexander, was Australian.",0.19999999999999998,0.0,"The inventor of the Alexander Technique, Frederick Matthias Alexander, was Australian.",0.19999999999999998,0.0,0.169811320754717,0.18867924528301888,0.641509433962264
250,Which Victorian poet was born in a 15th-century castle home to the Earl of Southesk?,Charlotte Carnegie,hard,bridge,Lady Charlotte Elliot was born in a 15th-century castle home to the Earl of Southesk.,0.13333333333333336,0.0,"Lady Charlotte Elliot was born in Kinnaird Castle, a 15th-century castle home to the Earl of Southesk.",0.11764705882352941,0.0,0.18446601941747573,0.1941747572815534,0.6213592233009708
251,What is the population of the city that Munsonville is in the northwest corner of?,729 at the 2010 census,hard,bridge,"The population of the town that Munsonville is in, which is Nelson, is 729 according to the 2010 census.",0.3,0.0,"The population of the town that Munsonville is in, which is Nelson, is 729 as of the 2010 census.",0.3,0.0,0.18446601941747573,0.1941747572815534,0.6213592233009708
252,"Renamed in 2014, what was the vehicle offered as a prize to contestants on the first season of The Amazing Race Canada?",Chevrolet Corvette Stingrays,hard,bridge,The vehicle offered as a prize to contestants on the first season of The Amazing Race Canada was a Chevrolet Corvette Stingray.,0.2,0.0,The vehicle offered as a prize to contestants on the first season of The Amazing Race Canada was a Chevrolet Corvette Stingray.,0.2,0.0,0.6,0.2,0.2
253,Are the films Gasland from 2010 and Pumping Iron from 1977 both documentaries?,yes,hard,comparison,"Yes, both Gasland from 2010 and Pumping Iron from 1977 are documentaries.",0.15384615384615385,0.0,Yes.,1.0,1.0,0.18446601941747573,0.1941747572815534,0.6213592233009708
254,What type of boat was the German submarine U-505 that was captured by the U.S. Navy in 1944?,German Type IXC U-boat,hard,bridge,U-505 was a Type IXC U-boat.,0.6666666666666665,0.0,U-505 was a Type IXC U-boat.,0.6666666666666665,0.0,0.6,0.2,0.2
255,What city is the band that recorded Renegade from?,Chicago,hard,bridge,The information is not available.,0.0,0.0,The information is not available.,0.0,0.0,0.169811320754717,0.18867924528301888,0.641509433962264
256,Ganjam district is located in an indian state located in which part of India ?,eastern India,hard,bridge,Ganjam district is located in the eastern part of India.,0.3636363636363636,0.0,Ganjam district is located in eastern India.,0.4444444444444445,0.0,0.6,0.2,0.2
257,"Trautmann is an upcoming British-German biographical film, starring German actor David Kross as a german footballer who played in which position ?",goalkeeper,hard,bridge,"The film ""Trautmann"" stars David Kross as the footballer Bert Trautmann, who was a goalkeeper.",0.15384615384615385,0.0,The information is not available.,0.0,0.0,0.18446601941747573,0.1941747572815534,0.6213592233009708
258,Dost Mohammad Khan was killed by a ruler who became the third king of what country?,Afghanistan,hard,bridge,The information is not available.,0.0,0.0,The information is not available.,0.0,0.0,0.6,0.2,0.2
259,A Wind in the Door is part of a series written by who?,Madeleine L'Engle,hard,bridge,A Wind in the Door is part of a series written by Madeleine L'Engle.,0.3076923076923077,0.0,A Wind in the Door is part of a series written by Madeleine L'Engle.,0.3076923076923077,0.0,0.18446601941747573,0.1941747572815534,0.6213592233009708
260,Which was built first Woolworth Building or 1 New York Plaza?,Woolworth Building,hard,comparison,"The Woolworth Building was built first, between 1910 and 1912, while 1 New York Plaza was built in 1969.",0.19999999999999998,0.0,Woolworth Building was built first.,0.5714285714285715,0.0,0.18446601941747573,0.1941747572815534,0.6213592233009708
261,"What university did the last Detroit Pistons player to wear the number retired in honor of a player nicknamed ""The Worm"" attend?",Georgetown University,hard,bridge,The information is not available.,0.0,0.0,The information is not available.,0.0,0.0,0.18446601941747573,0.1941747572815534,0.6213592233009708
262,which Mexican and American film actress is Ethel Houbiers  French voice of ,Salma Hayek Pinault,hard,bridge,Ethel Houbiers is the French voice of Penélope Cruz and Salma Hayek.,0.28571428571428575,0.0,Ethel Houbiers is the French voice of Salma Hayek.,0.36363636363636365,0.0,0.18446601941747573,0.1941747572815534,0.6213592233009708
263,"Beer Wars covers the differences between large corporate breweries, and small breweries, such as what brewery that is headquartered in Escondido, california?",Stone Brewing,hard,bridge,Stone Brewing Co.,0.8,0.0,Stone Brewing Co.,0.8,0.0,0.169811320754717,0.18867924528301888,0.641509433962264
264,John Douglas Gibson lived his whole life in a suburb of what city?,"Wollongong, Australia",hard,bridge,"Wollongong, New South Wales.",0.3333333333333333,0.0,"Wollongong, New South Wales.",0.3333333333333333,0.0,0.6,0.2,0.2
265,"Between two bands Audioslave and Bodyjar, which group formed earlier?",Bodyjar,hard,comparison,"Bodyjar formed earlier, in 1990, while Audioslave was formed in 2001.",0.16666666666666669,0.0,"Bodyjar formed earlier, in 1990, while Audioslave was formed in 2001.",0.16666666666666669,0.0,0.169811320754717,0.18867924528301888,0.641509433962264
266,"In what city did the ""Prince of tenors"" star in a film based on an opera by Giacomo Puccini?",Rome,hard,bridge,The information is not available.,0.0,0.0,The information is not available.,0.0,0.0,0.18446601941747573,0.1941747572815534,0.6213592233009708
267,Which American sketch comedy television series starring John C. Reilly was produced by Abso Lutely Productions?,Check It Out!,hard,bridge,"""Check It Out! with Dr. Steve Brule""",0.6,0.0,Check It Out! with Dr. Steve Brule,0.6,0.0,0.6,0.2,0.2
268,The Detroit mayoral elections of 2009 took place to fill the vacancy created by a politician who was sentenced to what?,four months in jail,hard,bridge,The vacancy was created by a politician who was sentenced to four months in jail.,0.47058823529411764,0.0,The vacancy was created by a politician who was sentenced to four months in jail.,0.47058823529411764,0.0,0.18446601941747573,0.1941747572815534,0.6213592233009708
269,What are some foods that may have been served at the Hawaiin Cottage?,"poi, Kalua pig, poke, lomi salmon, opihi, haupia",hard,bridge,"The Hawaiian Cottage may have served foods such as poi, Kalua pig, poke, lomi salmon, opihi, and haupia, as it featured a Hawaiian atmosphere that included a luau show.",0.47058823529411764,0.0,The information is not available.,0.0,0.0,0.6,0.2,0.2
270,"Which French aristocrat and military officer who fought in the American Revolutionary War visited this historic home located at Enfield, Halifax County, North Carolina, known as The Cellar?",Marquis de Lafayette,hard,bridge,The Marquis de Lafayette visited The Cellar.,0.7499999999999999,0.0,"Gilbert du Motier, Marquis de Lafayette.",0.6666666666666666,0.0,0.169811320754717,0.18867924528301888,0.641509433962264
271,What did Felix Salten originally title his most famous work?,Bambi: Eine Lebensgeschichte aus dem Walde,hard,bridge,"Felix Salten originally titled his most famous work ""Bambi, a Life in the Woods.""",0.1111111111111111,0.0,"Bambi, a Life in the Woods",0.2,0.0,0.18446601941747573,0.1941747572815534,0.6213592233009708
272,"SWX Right Now airs on the station that broadcasts on what channel in Billings, Montana?",8,hard,bridge,The information is not available.,0.0,0.0,"SWX Right Now airs on KULR-TV in Billings, Montana.",0.0,0.0,0.6,0.2,0.2
273,Wheelock Whitney is just one member of the Whitney Family. Where did this American family originate from?,"London, England",hard,bridge,"The Whitney family originated from London, England.",0.5,0.0,"The Whitney family originated from London, England.",0.5,0.0,0.18446601941747573,0.1941747572815534,0.6213592233009708
274,The actor who appeared on Charlotte's Shorts and Weeds was born in what year?,1966,hard,bridge,"Gary Anthony Williams, who appeared on both ""Charlotte's Shorts"" and ""Weeds,"" was born in 1966.",0.125,0.0,"The actor who appeared on ""Charlotte's Shorts"" and ""Weeds"" is Gary Anthony Williams, who was born in 1966.",0.1111111111111111,0.0,0.169811320754717,0.18867924528301888,0.641509433962264
275,Luke Rockhold defeated the MMA fighter who was the first to earn a win against which champion in the UFC?,Anderson Silva,hard,bridge,"Luke Rockhold defeated Chris Weidman, who was the first man to defeat Anderson Silva in the UFC.",0.23529411764705882,0.0,"Luke Rockhold defeated Chris Weidman, who was the first to earn a win against Anderson Silva in the UFC.",0.2222222222222222,0.0,0.6,0.2,0.2
276,What NIFL Premier Intermediate League team did Sean Connor play for?,Distillery,hard,bridge,The information is not available.,0.0,0.0,Sean Connor played for Lisburn Distillery F.C. in the NIFL Premier Intermediate League.,0.15384615384615385,0.0,0.18446601941747573,0.1941747572815534,0.6213592233009708
277,The Distribution of Industry act was passed by a man who was prime minister when? ,1945 to 1951,hard,bridge,The Distribution of Industry Act was passed by a man who was Prime Minister from 1945 to 1951.,0.3157894736842105,0.0,"The Distribution of Industry Act 1950 was passed by Clement Attlee, who was Prime Minister from 1945 to 1951.",0.2857142857142857,0.0,0.6,0.2,0.2
278,What is the brand who makes canned meats that had its own cook off in Austin until 2007?,Hormel Foods Corporation,hard,bridge,Spam (SPAM) is the brand that makes canned meats and had its own cook off in Austin until 2007.,0.0,0.0,The information is not available.,0.0,0.0,0.18446601941747573,0.1941747572815534,0.6213592233009708
279,Who does the minister at The First Church of Springfield help make teaching evolution illegal?,Ned Flanders,hard,bridge,"The minister at The First Church of Springfield, Reverend Lovejoy, helps Ned Flanders make teaching evolution illegal.",0.23529411764705882,0.0,Reverend Lovejoy helps Ned Flanders make teaching evolution illegal.,0.3636363636363636,0.0,0.6,0.2,0.2
280,"In the NASA mission where Moon trees were taken into space, what was the nickname of the Command Module?","""Kitty Hawk""",hard,bridge,The information is not available.,0.0,0.0,The information is not available.,0.0,0.0,0.18446601941747573,0.1941747572815534,0.6213592233009708
281,Who created the NBC sitcom that Johnny Pemberton appears in as the character Bo Thompson?,Justin Spitzer,hard,bridge,The information is not available.,0.0,0.0,The information is not available.,0.0,0.0,0.6,0.2,0.2
282,During what war were the Russia-United Kingdom relations in a state of rivalry after the abdication of Emperor Nicholas II? ,the Cold War (1947–91),hard,bridge,The information is not available.,0.0,0.0,The information is not available.,0.0,0.0,0.18446601941747573,0.1941747572815534,0.6213592233009708
283,"Which country in Florida is the airport associated with transportation in Jacksonville, Florida?",Duval County,hard,bridge,The information is not available.,0.0,0.0,The information is not available.,0.0,0.0,0.18446601941747573,0.1941747572815534,0.6213592233009708
284, 50th Military Airlift Squadron was stationed at this base named in honor of who,Lieutenant Colonel Horace Meek Hickam,hard,bridge,The information is not available.,0.0,0.0,The information is not available.,0.0,0.0,0.18446601941747573,0.1941747572815534,0.6213592233009708
285,Tommy's Honour was a drama film that included the actor who found success with what 2016 BBC miniseries?,War & Peace,hard,bridge,The information is not available.,0.0,0.0,The information is not available.,0.0,0.0,0.18446601941747573,0.1941747572815534,0.6213592233009708
286,What title did the author of Det norske Theater's first production hold ? ,Baron of Holberg,hard,bridge,"The author of Det norske Theater's first production, Holberg's comedy ""Den Vægelsindede,"" was Ludvig Holberg.",0.23529411764705882,0.0,"The author of Det norske Theater's first production, Holberg's comedy ""Den Vægelsindede,"" held the title of playwright.",0.1111111111111111,0.0,0.18446601941747573,0.1941747572815534,0.6213592233009708
287,Who is the mother of the princess who opened Middleton Grange Shopping Centre in 1970?,Princess Elizabeth,hard,bridge,The mother of the princess who opened Middleton Grange Shopping Centre in 1970 is Queen Elizabeth II.,0.23529411764705882,0.0,The mother of the princess who opened Middleton Grange Shopping Centre in 1970 is Queen Elizabeth II.,0.23529411764705882,0.0,0.6,0.2,0.2
288,"Which of the four US Presidents who have been assinated was shot on the grounds of the Pan-American Exposition at the Temple of Music in Buffalo, New York?",William McKinley,hard,bridge,William McKinley.,1.0,1.0,William McKinley,1.0,1.0,0.18446601941747573,0.1941747572815534,0.6213592233009708
289,The Atik Valide Mosque and Valens Aqueduct are found in what country?,Turkey,hard,comparison,Turkey.,1.0,1.0,Turkey,1.0,1.0,0.18446601941747573,0.1941747572815534,0.6213592233009708
290,Live Wire Radio will possibly be considered as a replacement for a variety show created in what year?,1974,hard,bridge,Live Wire Radio will possibly be considered as a replacement for a variety show created in 1974.,0.125,0.0,Live Wire Radio will possibly be considered as a replacement for a variety show created in 1974.,0.125,0.0,0.18446601941747573,0.1941747572815534,0.6213592233009708
291,Paddington is a television program based on the books that first appeared on what date?,13 October 1958,hard,bridge,Paddington is a television program based on the books that first appeared on 13 October 1958.,0.35294117647058826,0.0,Paddington is a television program based on the books that first appeared on 13 October 1958.,0.35294117647058826,0.0,0.6,0.2,0.2
292,What was the formative year for the company eventually replaced by Suez Canal Authority?,1858,hard,bridge,The formative year for the company eventually replaced by the Suez Canal Authority was 1858.,0.15384615384615385,0.0,The formative year for the company eventually replaced by the Suez Canal Authority was 1858.,0.15384615384615385,0.0,0.18446601941747573,0.1941747572815534,0.6213592233009708
293,"What competition held in Kathmandu, Nepal did Julian Bolling compete in 1984?",1984 South Asian Games,hard,bridge,"Julian Bolling competed in the 1984 South Asian Games held in Kathmandu, Nepal.",0.5,0.0,The information is not available.,0.0,0.0,0.18446601941747573,0.1941747572815534,0.6213592233009708
294,"Which rock band chose its name by drawing it out of a hat, Switchfoot or Midnight Oil?",Midnight Oil,hard,comparison,Midnight Oil.,1.0,1.0,Midnight Oil.,1.0,1.0,0.169811320754717,0.18867924528301888,0.641509433962264
295,Who is the author of the 1993 production Madge Ryan participated in?,Euripides,hard,bridge,"The author of the 1993 production ""Medea,"" in which Madge Ryan participated, is not specified in the context. Therefore, the information is not available.",0.0,0.0,"The author of the 1993 production ""Medea,"" in which Madge Ryan participated, is not specified in the context. Therefore, the information is not available.",0.0,0.0,0.18446601941747573,0.1941747572815534,0.6213592233009708
296,Any Questions for Ben? was directed by which Australian producer and actor?,"Robert Ian ""Rob"" Sitch",hard,bridge,"The film ""Any Questions for Ben?"" was directed by Rob Sitch.",0.28571428571428575,0.0,The information is not available.,0.0,0.0,0.169811320754717,0.18867924528301888,0.641509433962264
297,"How has played in more bands, Kim Wilson or Chino Moreno?",Chino Moreno,hard,comparison,The information is not available.,0.0,0.0,The information is not available.,0.0,0.0,0.169811320754717,0.18867924528301888,0.641509433962264
298,Mía Maestro had a role in the 2002 biopic directed by whom?,Julie Taymor,hard,bridge,Mía Maestro had a role in the 2002 biopic directed by Julie Taymor.,0.3076923076923077,0.0,"Mía Maestro had a role in the 2002 biopic ""Frida,"" which was directed by Julie Taymor.",0.25,0.0,0.6,0.2,0.2
